district,school,students,grades,year,students_required_to_test_ela,students_tested_ela,pct_students_tested_ela,students_below_expectations_ela,students_at_above_expectations_ela,pct_below_expectations_ela,pct_at_above_expectations_ela
RSU 21,Kennebunkport Consolidated Sch,All Students,4,2025,29,28,96.60%,5,23,17.90%,82.10%
RSU 21,Kennebunkport Consolidated Sch,All Students,5,2021,26,25,96.20%,0,25,0.00%,100.00%
RSU 21,Kennebunkport Consolidated Sch,All Students,5,2022,27,27,100.00%,-1,-1,-1.00%,-1.00%
RSU 21,Kennebunkport Consolidated Sch,All Students,5,2023,21,21,100.00%,7,14,33.30%,66.70%
RSU 21,Kennebunkport Consolidated Sch,All Students,5,2024,22,22,100.00%,5,17,22.70%,77.30%
RSU 21,Kennebunkport Consolidated Sch,All Students,5,2025,25,25,100.00%,0,25,0.00%,100.00%
RSU 21,Middle School of the Kennebunks,All Students,All Grades,2021,546,500,91.60%,19,481,3.80%,96.20%
RSU 21,Middle School of the Kennebunks,All Students,All Grades,2022,515,494,95.90%,24,470,4.90%,95.10%
RSU 21,Middle School of the Kennebunks,All Students,All Grades,2023,477,462,96.90%,78,384,16.90%,83.10%
RSU 21,Middle School of the Kennebunks,All Students,All Grades,2024,476,465,97.70%,63,402,13.50%,86.50%
RSU 21,Middle School of the Kennebunks,All Students,All Grades,2025,472,465,98.50%,80,385,17.20%,82.80%
RSU 21,Middle School of the Kennebunks,All Students,6,2021,156,142,91.00%,-1,-1,-1.00%,-1.00%
RSU 21,Middle School of the Kennebunks,All Students,6,2022,156,152,97.40%,8,144,5.30%,94.70%
RSU 21,Middle School of the Kennebunks,All Students,6,2023,159,155,97.50%,29,126,18.70%,81.30%
RSU 21,Middle School of the Kennebunks,All Students,6,2024,159,158,99.40%,12,146,7.60%,92.40%
RSU 21,Middle School of the Kennebunks,All Students,6,2025,149,148,99.30%,18,130,12.20%,87.80%
RSU 21,Middle School of the Kennebunks,All Students,7,2021,192,177,92.20%,7,170,4.00%,96.00%
RSU 21,Middle School of the Kennebunks,All Students,7,2022,162,153,94.40%,8,145,5.20%,94.80%
RSU 21,Middle School of the Kennebunks,All Students,7,2023,157,152,96.80%,24,128,15.80%,84.20%
RSU 21,Middle School of the Kennebunks,All Students,7,2024,160,154,96.30%,22,132,14.30%,85.70%
RSU 21,Middle School of the Kennebunks,All Students,7,2025,158,155,98.10%,22,133,14.20%,85.80%
RSU 21,Middle School of the Kennebunks,All Students,8,2021,197,180,91.40%,7,173,3.90%,96.10%
RSU 21,Middle School of the Kennebunks,All Students,8,2022,197,189,95.90%,8,181,4.20%,95.80%
RSU 21,Middle School of the Kennebunks,All Students,8,2023,161,155,96.30%,25,130,16.10%,83.90%
RSU 21,Middle School of the Kennebunks,All Students,8,2024,157,153,97.50%,29,124,19.00%,81.00%
RSU 21,Middle School of the Kennebunks,All Students,8,2025,165,162,98.20%,40,122,24.70%,75.30%
RSU 21,Mildred L Day School,All Students,All Grades,2021,99,97,98.00%,7,90,7.20%,92.80%
RSU 21,Mildred L Day School,All Students,All Grades,2022,100,99,99.00%,8,91,8.10%,91.90%
RSU 21,Mildred L Day School,All Students,All Grades,2023,106,101,95.30%,23,78,22.80%,77.20%
RSU 21,Mildred L Day School,All Students,All Grades,2024,104,103,99.00%,24,79,23.30%,76.70%
RSU 21,Mildred L Day School,All Students,All Grades,2025,109,108,99.10%,14,94,13.00%,87.00%
RSU 21,Mildred L Day School,All Students,3,2021,36,36,100.00%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,3,2022,34,34,100.00%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,3,2023,29,28,96.60%,7,21,25.00%,75.00%
RSU 21,Mildred L Day School,All Students,3,2024,34,34,100.00%,9,25,26.50%,73.50%
RSU 21,Mildred L Day School,All Students,3,2025,39,38,97.40%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,4,2021,25,24,96.00%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,4,2022,36,35,97.20%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,4,2023,39,36,92.30%,10,26,27.80%,72.20%
RSU 21,Mildred L Day School,All Students,4,2024,31,30,96.80%,7,23,23.30%,76.70%
RSU 21,Mildred L Day School,All Students,4,2025,34,34,100.00%,5,29,14.70%,85.30%
RSU 21,Mildred L Day School,All Students,5,2021,38,37,97.40%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,5,2022,30,30,100.00%,-1,-1,-1.00%,-1.00%
RSU 21,Mildred L Day School,All Students,5,2023,38,37,97.40%,6,31,16.20%,83.80%
RSU 21,Mildred L Day School,All Students,5,2024,39,39,100.00%,8,31,20.50%,79.50%
RSU 21,Mildred L Day School,All Students,5,2025,36,36,100.00%,6,30,16.70%,83.30%
RSU 21,Sea Road School,All Students,All Grades,2021,316,310,98.10%,21,289,6.80%,93.20%
RSU 21,Sea Road School,All Students,All Grades,2022,328,327,99.70%,23,304,7.00%,93.00%
RSU 21,Sea Road School,All Students,All Grades,2023,320,318,99.40%,68,250,21.40%,78.60%
RSU 21,Sea Road School,All Students,All Grades,2024,294,291,99.00%,57,234,19.60%,80.40%
RSU 21,Sea Road School,All Students,All Grades,2025,307,307,100.00%,64,243,20.80%,79.20%
RSU 21,Sea Road School,All Students,3,2021,113,108,95.60%,6,102,5.60%,94.40%
RSU 21,Sea Road School,All Students,3,2022,106,106,100.00%,8,98,7.50%,92.50%
RSU 21,Sea Road School,All Students,3,2023,101,101,100.00%,33,68,32.70%,67.30%
RSU 21,Sea Road School,All Students,3,2024,88,87,98.90%,23,64,26.40%,73.60%
RSU 21,Sea Road School,All Students,3,2025,107,107,100.00%,25,82,23.40%,76.60%
RSU 21,Sea Road School,All Students,4,2021,105,104,99.00%,10,94,9.60%,90.40%
RSU 21,Sea Road School,All Students,4,2022,117,116,99.10%,7,109,6.00%,94.00%
RSU 21,Sea Road School,All Students,4,2023,99,99,100.00%,18,81,18.20%,81.80%
RSU 21,Sea Road School,All Students,4,2024,106,105,99.10%,22,83,21.00%,79.00%
RSU 21,Sea Road School,All Students,4,2025,90,90,100.00%,17,73,18.90%,81.10%
RSU 21,Sea Road School,All Students,5,2021,99,98,99.00%,5,93,5.10%,94.90%
RSU 21,Sea Road School,All Students,5,2022,105,104,99.00%,8,96,7.70%,92.30%
RSU 21,Sea Road School,All Students,5,2023,120,118,98.30%,17,101,14.40%,85.60%
RSU 21,Sea Road School,All Students,5,2024,100,99,99.00%,12,87,12.10%,87.90%
RSU 21,Sea Road School,All Students,5,2025,110,110,100.00%,22,88,20.00%,80.00%
RSU 22,All Schools,All Students,All Grades,2021,"1,198","1,146",95.70%,96,"1,050",8.40%,91.60%
RSU 22,All Schools,All Students,All Grades,2022,"1,164","1,131",97.20%,119,"1,012",10.50%,89.50%
RSU 22,All Schools,All Students,All Grades,2023,"1,142","1,114",97.50%,266,848,23.90%,76.10%
RSU 22,All Schools,All Students,All Grades,2024,"1,057","1,038",98.20%,265,773,25.50%,74.50%
RSU 22,All Schools,All Students,All Grades,2025,"1,044","1,028",98.50%,284,744,27.60%,72.40%
RSU 22,All Schools,All Students,3,2021,135,133,98.50%,15,118,11.30%,88.70%
RSU 22,All Schools,All Students,3,2022,129,128,99.20%,17,111,13.30%,86.70%
RSU 22,All Schools,All Students,3,2023,154,153,99.40%,57,96,37.30%,62.70%
RSU 22,All Schools,All Students,3,2024,115,115,100.00%,40,75,34.80%,65.20%
RSU 22,All Schools,All Students,3,2025,146,145,99.30%,47,98,32.40%,67.60%
RSU 22,All Schools,All Students,4,2021,175,172,98.30%,16,156,9.30%,90.70%
RSU 22,All Schools,All Students,4,2022,143,143,100.00%,17,126,11.90%,88.10%
RSU 22,All Schools,All Students,4,2023,129,128,99.20%,30,98,23.40%,76.60%
RSU 22,All Schools,All Students,4,2024,150,150,100.00%,55,95,36.70%,63.30%
RSU 22,All Schools,All Students,4,2025,119,119,100.00%,45,74,37.80%,62.20%
RSU 22,All Schools,All Students,5,2021,161,157,97.50%,12,145,7.60%,92.40%
RSU 22,All Schools,All Students,5,2022,178,174,97.80%,19,155,10.90%,89.10%
RSU 22,All Schools,All Students,5,2023,148,148,100.00%,28,120,18.90%,81.10%
RSU 22,All Schools,All Students,5,2024,131,131,100.00%,28,103,21.40%,78.60%
RSU 22,All Schools,All Students,5,2025,146,145,99.30%,47,98,32.40%,67.60%
RSU 22,All Schools,All Students,6,2021,167,161,96.40%,17,144,10.60%,89.40%
RSU 22,All Schools,All Students,6,2022,171,169,98.80%,16,153,9.50%,90.50%
RSU 22,All Schools,All Students,6,2023,169,161,95.30%,31,130,19.30%,80.70%
RSU 22,All Schools,All Students,6,2024,148,147,99.30%,21,126,14.30%,85.70%
RSU 22,All Schools,All Students,6,2025,142,141,99.30%,23,118,16.30%,83.70%
RSU 22,All Schools,All Students,7,2021,170,160,94.10%,10,150,6.30%,93.80%
RSU 22,All Schools,All Students,7,2022,166,160,96.40%,17,143,10.60%,89.40%
RSU 22,All Schools,All Students,7,2023,163,161,98.80%,31,130,19.30%,80.70%
RSU 22,All Schools,All Students,7,2024,168,164,97.60%,30,134,18.30%,81.70%
RSU 22,All Schools,All Students,7,2025,149,147,98.70%,32,115,21.80%,78.20%
RSU 22,All Schools,All Students,8,2021,203,197,97.00%,14,183,7.10%,92.90%
RSU 22,All Schools,All Students,8,2022,171,165,96.50%,10,155,6.10%,93.90%
RSU 22,All Schools,All Students,8,2023,166,162,97.60%,34,128,21.00%,79.00%
RSU 22,All Schools,All Students,8,2024,172,170,98.80%,35,135,20.60%,79.40%
RSU 22,All Schools,All Students,8,2025,169,166,98.20%,39,127,23.50%,76.50%
RSU 22,All Schools,All Students,High School,2021,195,172,88.20%,6,166,3.50%,96.50%
RSU 22,All Schools,All Students,High School,2022,215,199,92.60%,18,181,9.00%,91.00%
RSU 22,All Schools,All Students,High School,2023,221,214,96.80%,55,159,25.70%,74.30%
RSU 22,All Schools,All Students,High School,2024,184,174,94.60%,56,118,32.20%,67.80%
RSU 22,All Schools,All Students,High School,2025,180,173,96.10%,53,120,30.60%,69.40%
RSU 22,George B Weatherbee School,All Students,All Grades,2021,309,308,99.70%,27,281,8.80%,91.20%
RSU 22,George B Weatherbee School,All Students,All Grades,2022,294,293,99.70%,26,267,8.90%,91.10%
RSU 22,George B Weatherbee School,All Students,All Grades,2023,288,287,99.70%,63,224,22.00%,78.00%
RSU 22,George B Weatherbee School,All Students,All Grades,2024,268,268,100.00%,71,197,26.50%,73.50%
RSU 22,George B Weatherbee School,All Students,All Grades,2025,276,275,99.60%,89,186,32.40%,67.60%
RSU 22,George B Weatherbee School,All Students,3,2021,89,89,100.00%,10,79,11.20%,88.80%
RSU 22,George B Weatherbee School,All Students,3,2022,88,88,100.00%,8,80,9.10%,90.90%
RSU 22,George B Weatherbee School,All Students,3,2023,101,100,99.00%,38,62,38.00%,62.00%
RSU 22,George B Weatherbee School,All Students,3,2024,83,83,100.00%,27,56,32.50%,67.50%
RSU 22,George B Weatherbee School,All Students,3,2025,94,93,98.90%,26,67,28.00%,72.00%
RSU 22,George B Weatherbee School,All Students,4,2021,108,108,100.00%,7,101,6.50%,93.50%
RSU 22,George B Weatherbee School,All Students,4,2022,97,97,100.00%,10,87,10.30%,89.70%
RSU 22,George B Weatherbee School,All Students,4,2023,83,83,100.00%,16,67,19.30%,80.70%
RSU 22,George B Weatherbee School,All Students,4,2024,98,98,100.00%,34,64,34.70%,65.30%
RSU 22,George B Weatherbee School,All Students,4,2025,85,85,100.00%,34,51,40.00%,60.00%
RSU 22,George B Weatherbee School,All Students,5,2021,112,111,99.10%,9,102,8.10%,91.90%
RSU 22,George B Weatherbee School,All Students,5,2022,109,108,99.10%,8,100,7.40%,92.60%
RSU 22,George B Weatherbee School,All Students,5,2023,104,104,100.00%,9,95,8.70%,91.30%
RSU 22,George B Weatherbee School,All Students,5,2024,87,87,100.00%,10,77,11.50%,88.50%
RSU 22,George B Weatherbee School,All Students,5,2025,97,97,100.00%,29,68,29.90%,70.10%
RSU 22,Hampden Academy,All Students,All Grades,2021,192,171,89.10%,6,165,3.50%,96.50%
RSU 22,Hampden Academy,All Students,All Grades,2022,215,199,92.60%,18,181,9.00%,91.00%
RSU 22,Hampden Academy,All Students,All Grades,2023,221,214,96.80%,55,159,25.70%,74.30%
RSU 22,Hampden Academy,All Students,All Grades,2024,184,174,94.60%,56,118,32.20%,67.80%
RSU 22,Hampden Academy,All Students,All Grades,2025,180,173,96.10%,53,120,30.60%,69.40%
RSU 22,Hampden Academy,All Students,High School,2021,195,172,88.20%,6,166,3.50%,96.50%
RSU 22,Hampden Academy,All Students,High School,2022,215,199,92.60%,18,181,9.00%,91.00%
RSU 22,Hampden Academy,All Students,High School,2023,221,214,96.80%,55,159,25.70%,74.30%
RSU 22,Hampden Academy,All Students,High School,2024,184,174,94.60%,56,118,32.20%,67.80%
RSU 22,Hampden Academy,All Students,High School,2025,180,173,96.10%,53,120,30.60%,69.40%
RSU 22,Leroy H Smith School,All Students,All Grades,2021,113,108,95.60%,14,94,13.00%,87.00%
RSU 22,Leroy H Smith School,All Students,All Grades,2022,87,86,98.90%,16,70,18.60%,81.40%
RSU 22,Leroy H Smith School,All Students,All Grades,2023,99,98,99.00%,33,65,33.70%,66.30%
RSU 22,Leroy H Smith School,All Students,All Grades,2024,84,84,100.00%,34,50,40.50%,59.50%
RSU 22,Leroy H Smith School,All Students,All Grades,2025,86,86,100.00%,32,54,37.20%,62.80%
RSU 22,Leroy H Smith School,All Students,3,2021,46,44,95.70%,5,39,11.40%,88.60%
RSU 22,Leroy H Smith School,All Students,3,2022,41,40,97.60%,9,31,22.50%,77.50%
RSU 22,Leroy H Smith School,All Students,3,2023,53,53,100.00%,19,34,35.80%,64.20%
RSU 22,Leroy H Smith School,All Students,3,2024,32,32,100.00%,13,19,40.60%,59.40%
RSU 22,Leroy H Smith School,All Students,3,2025,52,52,100.00%,21,31,40.40%,59.60%
RSU 22,Leroy H Smith School,All Students,4,2021,67,64,95.50%,9,55,14.10%,85.90%
RSU 22,Leroy H Smith School,All Students,4,2022,46,46,100.00%,7,39,15.20%,84.80%
RSU 22,Leroy H Smith School,All Students,4,2023,46,45,97.80%,14,31,31.10%,68.90%
RSU 22,Leroy H Smith School,All Students,4,2024,52,52,100.00%,21,31,40.40%,59.60%
RSU 22,Leroy H Smith School,All Students,4,2025,34,34,100.00%,11,23,32.40%,67.60%
RSU 22,Reeds Brook Middle School,All Students,All Grades,2021,359,347,96.70%,20,327,5.80%,94.20%
RSU 22,Reeds Brook Middle School,All Students,All Grades,2022,355,342,96.30%,20,322,5.80%,94.20%
RSU 22,Reeds Brook Middle School,All Students,All Grades,2023,338,326,96.40%,49,277,15.00%,85.00%
RSU 22,Reeds Brook Middle School,All Students,All Grades,2024,336,330,98.20%,43,287,13.00%,87.00%
RSU 22,Reeds Brook Middle School,All Students,All Grades,2025,307,302,98.40%,51,251,16.90%,83.10%
RSU 22,Reeds Brook Middle School,All Students,6,2021,104,100,96.20%,10,90,10.00%,90.00%
RSU 22,Reeds Brook Middle School,All Students,6,2022,126,125,99.20%,9,116,7.20%,92.80%
RSU 22,Reeds Brook Middle School,All Students,6,2023,106,99,93.40%,8,91,8.10%,91.90%
RSU 22,Reeds Brook Middle School,All Students,6,2024,105,104,99.00%,9,95,8.70%,91.30%
RSU 22,Reeds Brook Middle School,All Students,6,2025,95,95,100.00%,11,84,11.60%,88.40%
RSU 22,Reeds Brook Middle School,All Students,7,2021,120,114,95.00%,-1,-1,-1.00%,-1.00%
RSU 22,Reeds Brook Middle School,All Students,7,2022,107,101,94.40%,9,92,8.90%,91.10%
RSU 22,Reeds Brook Middle School,All Students,7,2023,123,122,99.20%,23,99,18.90%,81.10%
RSU 22,Reeds Brook Middle School,All Students,7,2024,104,100,96.20%,14,86,14.00%,86.00%
RSU 22,Reeds Brook Middle School,All Students,7,2025,102,100,98.00%,16,84,16.00%,84.00%
RSU 22,Reeds Brook Middle School,All Students,8,2021,135,133,98.50%,7,126,5.30%,94.70%
RSU 22,Reeds Brook Middle School,All Students,8,2022,122,116,95.10%,-1,-1,-1.00%,-1.00%
RSU 22,Reeds Brook Middle School,All Students,8,2023,109,105,96.30%,18,87,17.10%,82.90%
RSU 22,Reeds Brook Middle School,All Students,8,2024,127,126,99.20%,20,106,15.90%,84.10%
RSU 22,Reeds Brook Middle School,All Students,8,2025,110,107,97.30%,24,83,22.40%,77.60%
RSU 22,Samuel L Wagner Middle School,All Students,All Grades,2021,231,218,94.40%,24,194,11.00%,89.00%
RSU 22,Samuel L Wagner Middle School,All Students,All Grades,2022,222,218,98.20%,34,184,15.60%,84.40%
RSU 22,Samuel L Wagner Middle School,All Students,All Grades,2023,204,202,99.00%,66,136,32.70%,67.30%
RSU 22,Samuel L Wagner Middle School,All Students,All Grades,2024,196,195,99.50%,61,134,31.30%,68.70%
RSU 22,Samuel L Wagner Middle School,All Students,All Grades,2025,202,200,99.00%,61,139,30.50%,69.50%
RSU 22,Samuel L Wagner Middle School,All Students,5,2021,49,46,93.90%,-1,-1,-1.00%,-1.00%
RSU 22,Samuel L Wagner Middle School,All Students,5,2022,69,66,95.70%,11,55,16.70%,83.30%
RSU 22,Samuel L Wagner Middle School,All Students,5,2023,44,44,100.00%,19,25,43.20%,56.80%
RSU 22,Samuel L Wagner Middle School,All Students,5,2024,44,44,100.00%,18,26,40.90%,59.10%
RSU 22,Samuel L Wagner Middle School,All Students,5,2025,49,48,98.00%,18,30,37.50%,62.50%
RSU 22,Samuel L Wagner Middle School,All Students,6,2021,63,61,96.80%,7,54,11.50%,88.50%
RSU 22,Samuel L Wagner Middle School,All Students,6,2022,45,44,97.80%,7,37,15.90%,84.10%
RSU 22,Samuel L Wagner Middle School,All Students,6,2023,63,62,98.40%,23,39,37.10%,62.90%
RSU 22,Samuel L Wagner Middle School,All Students,6,2024,43,43,100.00%,12,31,27.90%,72.10%
RSU 22,Samuel L Wagner Middle School,All Students,6,2025,47,46,97.90%,12,34,26.10%,73.90%
RSU 22,Samuel L Wagner Middle School,All Students,7,2021,50,46,92.00%,7,39,15.20%,84.80%
RSU 22,Samuel L Wagner Middle School,All Students,7,2022,59,59,100.00%,8,51,13.60%,86.40%
RSU 22,Samuel L Wagner Middle School,All Students,7,2023,40,39,97.50%,8,31,20.50%,79.50%
RSU 22,Samuel L Wagner Middle School,All Students,7,2024,64,64,100.00%,16,48,25.00%,75.00%
RSU 22,Samuel L Wagner Middle School,All Students,7,2025,47,47,100.00%,16,31,34.00%,66.00%
RSU 22,Samuel L Wagner Middle School,All Students,8,2021,68,64,94.10%,7,57,10.90%,89.10%
RSU 22,Samuel L Wagner Middle School,All Students,8,2022,49,49,100.00%,8,41,16.30%,83.70%
RSU 22,Samuel L Wagner Middle School,All Students,8,2023,57,57,100.00%,16,41,28.10%,71.90%
RSU 22,Samuel L Wagner Middle School,All Students,8,2024,45,44,97.80%,15,29,34.10%,65.90%
RSU 22,Samuel L Wagner Middle School,All Students,8,2025,59,59,100.00%,15,44,25.40%,74.60%
RSU 23,All Schools,All Students,All Grades,2021,327,314,96.00%,63,251,20.10%,79.90%
RSU 23,All Schools,All Students,All Grades,2022,325,317,97.50%,49,268,15.50%,84.50%
RSU 23,All Schools,All Students,All Grades,2023,332,328,98.80%,158,170,48.20%,51.80%
RSU 23,All Schools,All Students,All Grades,2024,305,298,97.70%,110,188,36.90%,63.10%
RSU 23,All Schools,All Students,All Grades,2025,316,312,98.70%,101,211,32.40%,67.60%
RSU 23,All Schools,All Students,3,2021,42,39,92.90%,9,30,23.10%,76.90%
RSU 23,All Schools,All Students,3,2022,42,41,97.60%,8,33,19.50%,80.50%
RSU 23,All Schools,All Students,3,2023,44,44,100.00%,29,15,65.90%,34.10%
RSU 23,All Schools,All Students,3,2024,41,40,97.60%,18,22,45.00%,55.00%
RSU 23,All Schools,All Students,3,2025,42,42,100.00%,14,28,33.30%,66.70%
RSU 23,All Schools,All Students,4,2021,56,54,96.40%,14,40,25.90%,74.10%
RSU 23,All Schools,All Students,4,2022,45,43,95.60%,8,35,18.60%,81.40%
RSU 23,All Schools,All Students,4,2023,47,47,100.00%,21,26,44.70%,55.30%
RSU 23,All Schools,All Students,4,2024,43,43,100.00%,19,24,44.20%,55.80%
RSU 23,All Schools,All Students,4,2025,42,42,100.00%,14,28,33.30%,66.70%
RSU 23,All Schools,All Students,5,2021,42,41,97.60%,7,34,17.10%,82.90%
RSU 23,All Schools,All Students,5,2022,50,49,98.00%,7,42,14.30%,85.70%
RSU 23,All Schools,All Students,5,2023,43,43,100.00%,16,27,37.20%,62.80%
RSU 23,All Schools,All Students,5,2024,43,43,100.00%,14,29,32.60%,67.40%
RSU 23,All Schools,All Students,5,2025,42,42,100.00%,13,29,31.00%,69.00%
RSU 23,All Schools,All Students,6,2021,50,50,100.00%,8,42,16.00%,84.00%
RSU 23,All Schools,All Students,6,2022,45,45,100.00%,7,38,15.60%,84.40%
RSU 23,All Schools,All Students,6,2023,48,48,100.00%,21,27,43.80%,56.30%
RSU 23,All Schools,All Students,6,2024,43,43,100.00%,15,28,34.90%,65.10%
RSU 23,All Schools,All Students,6,2025,41,40,97.60%,9,31,22.50%,77.50%
RSU 23,All Schools,All Students,7,2021,47,45,95.70%,7,38,15.60%,84.40%
RSU 23,All Schools,All Students,7,2022,53,53,100.00%,7,46,13.20%,86.80%
RSU 23,All Schools,All Students,7,2023,44,44,100.00%,24,20,54.50%,45.50%
RSU 23,All Schools,All Students,7,2024,45,44,97.80%,15,29,34.10%,65.90%
RSU 23,All Schools,All Students,7,2025,43,43,100.00%,9,34,20.90%,79.10%
RSU 23,All Schools,All Students,8,2021,54,54,100.00%,12,42,22.20%,77.80%
RSU 23,All Schools,All Students,8,2022,47,44,93.60%,5,39,11.40%,88.60%
RSU 23,All Schools,All Students,8,2023,57,57,100.00%,29,28,50.90%,49.10%
RSU 23,All Schools,All Students,8,2024,40,40,100.00%,20,20,50.00%,50.00%
RSU 23,All Schools,All Students,8,2025,53,51,96.20%,24,27,47.10%,52.90%
