district,district_id,school,school_id,year,grade_span,ncesid,school_type,county,address,city
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2020-2021,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2019-2020,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2018-2019,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2017-2018,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2024-2025,PK-08,231101001059,Public,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2023-2024,PK-08,231101001059,Public,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2022-2023,PK-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2021-2022,PK-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2020-2021,PK-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2019-2020,PK-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2018-2019,PR-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2017-2018,PR-08,231101001059,Public,Aroostook,169 Main Street Suite 101,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2024-2025,09-12,231101000176,Technology Center,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2023-2024,09-12,231101000176,Technology Center,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2022-2023,09-12,231101000176,Technology Center,Aroostook,"169 Main St., Suite 101",Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2021-2022,09-12,231101000176,Technology Center,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2020-2021,09-12,231101000176,Technology Center,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2019-2020,09-12,231101000176,Technology Center,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren Regional Technology Ctr,688,2017-2018,09-12,231101000176,Technology Center,Aroostook,169 Main Street Suite 102,Van Buren
RSU 89,1997,Katahdin Elementary School,692,2024-2025,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2023-2024,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2022-2023,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2021-2022,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2020-2021,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2019-2020,PK-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Elementary School,692,2018-2019,PR-05,231483800398,Public,Penobscot,805 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2024-2025,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2023-2024,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2022-2023,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2021-2022,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2020-2021,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2019-2020,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
RSU 89,1997,Katahdin Middle/High School,693,2018-2019,06-12,231483800397,Public,Penobscot,800 Station Road,Stacyville
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2024-2025,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2023-2024,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2022-2023,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2021-2022,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2020-2021,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2019-2020,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Rumford-Region 9,1025,Region 9 Sch of Applied Technology,1026,2017-2018,09-12,230911000247,Technology Region,Oxford,377 River Road,Mexico
Saco Public Schools,1662,C K Burns School,412,2024-2025,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2023-2024,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2022-2023,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2021-2022,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2020-2021,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2019-2020,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2018-2019,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,C K Burns School,412,2017-2018,03-05,231038000306,Public,York,135 Middle Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2024-2025,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2023-2024,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2022-2023,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2021-2022,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2020-2021,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2019-2020,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2018-2019,PR-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Governor John Fairfield School,411,2017-2018,KG-02,231038000307,Public,York,75 Beach Street,Saco
Saco Public Schools,1662,Saco Middle School,413,2024-2025,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2023-2024,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2022-2023,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2021-2022,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2020-2021,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2019-2020,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2018-2019,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Middle School,413,2017-2018,06-08,231038000308,Public,York,40 Buxton Road,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2024-2025,PK-PK,231038023184,Public,York,5 Willey Rd.,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2023-2024,PK-PK,231038023184,Public,York,5 Willey Rd.,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2022-2023,PK-PK,231038023184,Public,York,5 Willey Rd.,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2021-2022,PK-PK,231038023184,Public,York,5 Willey Rd.,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2020-2021,PK-PK,231038023184,Public,York,5 Willey Rd.,Saco
Saco Public Schools,1662,Saco Pre-K,2063,2019-2020,PK-PK,231038023184,Public,York,12 Beach Street,Saco
Saco Public Schools,1662,Young School,410,2024-2025,KG-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2023-2024,KG-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2022-2023,KG-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2021-2022,PK-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2020-2021,PK-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2019-2020,PK-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2018-2019,KG-02,231038000309,Public,York,36 Tasker St,Saco
Saco Public Schools,1662,Young School,410,2017-2018,KG-02,231038000309,Public,York,36 Tasker St,Saco
Sanford Public Schools,416,Carl J Lamb School,425,2024-2025,PK-04,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2023-2024,PK-04,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2022-2023,PK-04,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2021-2022,KG-04,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2020-2021,KG-04,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2019-2020,KG-05,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2018-2019,KG-06,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Carl J Lamb School,425,2017-2018,KG-06,231050001030,Public,York,233 Shaws Ridge Road,Springvale
Sanford Public Schools,416,Lafayette School,419,2019-2020,PK-03,231050000313,Public,York,69 Brook Street,Sanford
Sanford Public Schools,416,Lafayette School,419,2018-2019,PR-03,231050000313,Public,York,69 Brook Street,Sanford
Sanford Public Schools,416,Lafayette School,419,2017-2018,PR-03,231050000313,Public,York,69 Brook Street,Sanford
Sanford Public Schools,416,Margaret Chase Smith,2083,2024-2025,PK-04,231050023190,Public,York,248 Twombley Rd,Sanford
Sanford Public Schools,416,Margaret Chase Smith,2083,2023-2024,PK-04,231050023190,Public,York,248 Twombley Rd,Sanford
Sanford Public Schools,416,Margaret Chase Smith,2083,2022-2023,PK-04,231050023190,Public,York,248 Twombley Rd,Sanford
Sanford Public Schools,416,Margaret Chase Smith,2083,2021-2022,PK-04,231050023190,Public,York,248 Twombley Rd,Sanford
Sanford Public Schools,416,Margaret Chase Smith,2083,2020-2021,PK-04,231050023190,Public,York,248 Twombley Rd,Sanford
Sanford Public Schools,416,Margaret Chase Smith Sch -Sanford,424,2018-2019,KG-03,231050000983,Public,York,248 Twombly Road,Sanford
Sanford Public Schools,416,Margaret Chase Smith Sch -Sanford,424,2017-2018,KG-03,231050000983,Public,York,248 Twombly Road,Sanford
Sanford Public Schools,416,Sanford High School,423,2024-2025,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2023-2024,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2022-2023,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2021-2022,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2020-2021,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2019-2020,08-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2018-2019,09-12,231050000316,Public,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford High School,423,2017-2018,09-12,231050000316,Public,York,52 Sanford High School Blvd,Sanford
Sanford Public Schools,416,Sanford Jr High School,422,2019-2020,05-07,231050000317,Public,York,708  Main Street,Sanford
Sanford Public Schools,416,Sanford Jr High School,422,2018-2019,06-08,231050000317,Public,York,708  Main Street,Sanford
Sanford Public Schools,416,Sanford Jr High School,422,2017-2018,06-08,231050000317,Public,York,708  Main Street,Sanford
Sanford Public Schools,416,Sanford Middle School,2050,2024-2025,05-08,231050023177,Public,York,52 Spartan Dr,Sanford
Sanford Public Schools,416,Sanford Middle School,2050,2023-2024,05-08,231050023177,Public,York,52 Spartan Dr,Sanford
Sanford Public Schools,416,Sanford Middle School,2050,2022-2023,05-08,231050023177,Public,York,52 Spartan Dr,Sanford
Sanford Public Schools,416,Sanford Middle School,2050,2021-2022,05-08,231050023177,Public,York,52 Spartan Dr,Sanford
Sanford Public Schools,416,Sanford Middle School,2050,2020-2021,05-08,231050023177,Public,York,52 Spartan Dr,Sanford
Sanford Public Schools,416,Sanford Pride Elementary School,1651,2024-2025,PK-04,231050023143,Public,York,708 Main Street,Sanford
Sanford Public Schools,416,Sanford Pride Elementary School,1651,2023-2024,PK-04,231050023143,Public,York,708 Main Street,Sanford
Sanford Public Schools,416,Sanford Pride Elementary School,1651,2022-2023,PK-04,231050023143,Public,York,708 Main Street,Sanford
Sanford Public Schools,416,Sanford Pride Elementary School,1651,2021-2022,KG-04,231050023143,Public,York,708 Main Street,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2024-2025,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2023-2024,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2022-2023,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2021-2022,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2020-2021,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2019-2020,09-12,231050000137,Technology Center,York,100 Alumni Blvd,Sanford
Sanford Public Schools,416,Sanford Regional Technical Center,426,2017-2018,10-12,231050000137,Technology Center,York,52 Sanford High School Blvd,Sanford
Sanford Public Schools,416,Willard School,1651,2020-2021,01-04,231050023143,Public,York,708 Main Street,Sanford
Sanford Public Schools,416,Willard School,1651,2019-2020,01-04,231050023143,Public,York,668 Main Street,Sanford
Sanford Public Schools,416,Willard School,1651,2018-2019,01-05,231050023143,Public,York,668 Main Street,Sanford
Sanford Public Schools,416,Willard School,1651,2017-2018,01-05,231050023143,Public,York,668 Main Street,Sanford
Scarborough Public Schools,427,Blue Point School,432,2024-2025,PK-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2023-2024,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2022-2023,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2021-2022,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2020-2021,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2019-2020,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2018-2019,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Blue Point School,432,2017-2018,KG-02,231053000319,Public,Cumberland,174 Pine Point Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2024-2025,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2023-2024,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2022-2023,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2021-2022,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2020-2021,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2019-2020,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2018-2019,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Eight Corners Elementary School,428,2017-2018,KG-02,231053000321,Public,Cumberland,22 Mussey Road,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2024-2025,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2023-2024,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2022-2023,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2021-2022,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2020-2021,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2019-2020,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2018-2019,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Pleasant Hill School,429,2017-2018,KG-02,231053000324,Public,Cumberland,143 Highland Avenue,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2024-2025,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2023-2024,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2022-2023,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2021-2022,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2020-2021,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
Scarborough Public Schools,427,Scarborough High School,431,2019-2020,09-12,231053000325,Public,Cumberland,11 Municipal Drive,Scarborough
